id,soil_moisture,soil_temperature,soil_electrocoductivity,battery_level,createdAt,sensor_id,owner
154930,19,22.8,87,86,"2021-08-01 01:52:50",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
154935,31,22.2,357,86,"2021-08-01 01:59:11",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
154937,28,25,99,86,"2021-08-01 01:59:46",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
154941,25,20,284,86,"2021-08-01 02:03:28",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
154942,26,21.8,490,86,"2021-08-01 02:07:56",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
154946,14,20.9,81,86,"2021-08-01 02:14:18",C907,6039de0a-94ab-473e-9bc6-2a474ba89712
154947,22,23.9,137,86,"2021-08-01 02:16:53",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
154949,19,22.1,3,86,"2021-08-01 02:18:58",C912,6039de0a-94ab-473e-9bc6-2a474ba89712
154953,18,23.8,132,86,"2021-08-01 02:21:32",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
154954,28,25.1,117,86,"2021-08-01 02:22:32",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
154955,19,22.7,87,86,"2021-08-01 02:22:57",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
154960,31,22.1,359,86,"2021-08-01 02:29:36",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
154962,28,24.9,99,86,"2021-08-01 02:30:08",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
154966,25,19.8,284,86,"2021-08-01 02:33:47",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
154967,26,21.7,490,86,"2021-08-01 02:38:17",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
154971,15,20.8,81,86,"2021-08-01 02:44:28",C907,6039de0a-94ab-473e-9bc6-2a474ba89712
154972,22,23.7,137,86,"2021-08-01 02:47:16",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
154974,19,21.9,2,86,"2021-08-01 02:49:21",C912,6039de0a-94ab-473e-9bc6-2a474ba89712
154979,18,23.6,132,86,"2021-08-01 02:51:52",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
154980,28,25,116,86,"2021-08-01 02:52:46",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
154981,19,22.5,87,86,"2021-08-01 02:53:05",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
154986,31,22,360,86,"2021-08-01 03:00:01",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
154988,28,24.7,98,86,"2021-08-01 03:00:31",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
154992,25,19.6,281,86,"2021-08-01 03:04:05",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
154993,26,21.6,490,86,"2021-08-01 03:08:38",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
154996,14,20.6,81,86,"2021-08-01 03:14:38",C907,6039de0a-94ab-473e-9bc6-2a474ba89712
154998,22,23.6,137,86,"2021-08-01 03:17:39",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155000,19,21.8,2,86,"2021-08-01 03:19:42",C912,6039de0a-94ab-473e-9bc6-2a474ba89712
155005,28,24.8,116,86,"2021-08-01 03:23:01",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155006,19,22.4,87,86,"2021-08-01 03:23:12",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155011,31,21.9,361,86,"2021-08-01 03:30:25",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155012,28,24.6,97,86,"2021-08-01 03:30:52",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155017,25,19.4,282,86,"2021-08-01 03:34:23",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155018,26,21.4,488,86,"2021-08-01 03:38:59",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155021,14,20.5,80,86,"2021-08-01 03:44:46",C907,6039de0a-94ab-473e-9bc6-2a474ba89712
155023,22,23.4,137,86,"2021-08-01 03:48:02",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155028,18,23.3,131,86,"2021-08-01 03:52:33",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155029,28,24.7,116,86,"2021-08-01 03:53:13",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155030,19,22.3,87,86,"2021-08-01 03:53:18",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155035,31,21.8,360,86,"2021-08-01 04:00:50",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155036,28,24.5,97,86,"2021-08-01 04:01:15",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155041,25,19.3,285,86,"2021-08-01 04:04:41",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155042,26,21.3,489,86,"2021-08-01 04:09:20",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155046,22,23.2,137,86,"2021-08-01 04:18:24",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155052,18,23.2,131,86,"2021-08-01 04:22:53",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155053,19,22.2,87,79,"2021-08-01 04:23:25",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155054,28,24.5,116,86,"2021-08-01 04:23:26",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155059,31,21.7,355,86,"2021-08-01 04:31:15",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155060,28,24.4,97,86,"2021-08-01 04:31:37",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155065,25,19.1,284,86,"2021-08-01 04:34:59",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155066,26,21.2,486,86,"2021-08-01 04:39:41",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155069,14,20.2,80,86,"2021-08-01 04:45:05",C907,6039de0a-94ab-473e-9bc6-2a474ba89712
155071,22,23.1,135,86,"2021-08-01 04:48:47",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155076,18,23,131,86,"2021-08-01 04:53:13",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155077,19,22.1,87,72,"2021-08-01 04:53:32",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155078,28,24.4,116,86,"2021-08-01 04:53:40",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155083,31,21.6,348,86,"2021-08-01 05:01:41",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155084,28,24.3,97,86,"2021-08-01 05:01:59",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155089,25,18.9,284,86,"2021-08-01 05:05:18",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155090,26,21.1,482,86,"2021-08-01 05:10:04",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155095,22,22.9,135,86,"2021-08-01 05:19:10",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155100,18,22.9,131,86,"2021-08-01 05:23:36",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155101,19,22,87,72,"2021-08-01 05:23:41",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155102,28,24.2,116,93,"2021-08-01 05:23:56",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155106,31,21.5,354,93,"2021-08-01 05:32:10",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155107,28,24.2,97,93,"2021-08-01 05:32:25",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155111,25,18.8,283,86,"2021-08-01 05:35:40",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155113,26,21,489,86,"2021-08-01 05:40:29",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155116,15,20,80,86,"2021-08-01 05:45:28",C907,6039de0a-94ab-473e-9bc6-2a474ba89712
155119,22,22.8,136,86,"2021-08-01 05:49:35",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155122,19,21.7,2,93,"2021-08-01 05:52:10",C912,6039de0a-94ab-473e-9bc6-2a474ba89712
155124,19,21.8,86,86,"2021-08-01 05:53:54",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155125,18,22.7,131,86,"2021-08-01 05:54:03",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155126,28,24.1,115,93,"2021-08-01 05:54:14",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155130,31,21.4,358,93,"2021-08-01 06:02:43",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155131,28,24.1,96,93,"2021-08-01 06:02:52",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155135,25,18.8,282,86,"2021-08-01 06:06:05",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155137,26,20.9,487,86,"2021-08-01 06:10:58",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155139,14,19.9,80,86,"2021-08-01 06:15:45",C907,6039de0a-94ab-473e-9bc6-2a474ba89712
155142,22,22.7,136,93,"2021-08-01 06:20:03",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155145,19,22,2,93,"2021-08-01 06:22:35",C912,6039de0a-94ab-473e-9bc6-2a474ba89712
155148,19,21.7,86,86,"2021-08-01 06:24:10",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155149,18,22.6,129,86,"2021-08-01 06:24:33",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155150,28,24,116,93,"2021-08-01 06:24:36",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155155,31,21.3,358,93,"2021-08-01 06:33:18",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155156,28,24,96,93,"2021-08-01 06:33:22",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155160,25,19,281,86,"2021-08-01 06:36:33",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155162,26,20.9,486,86,"2021-08-01 06:41:29",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155164,14,19.8,80,86,"2021-08-01 06:46:03",C907,6039de0a-94ab-473e-9bc6-2a474ba89712
155170,19,22.3,3,93,"2021-08-01 06:53:02",C912,6039de0a-94ab-473e-9bc6-2a474ba89712
155173,19,21.7,86,86,"2021-08-01 06:54:28",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155174,22,22.6,135,93,"2021-08-01 06:54:54",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155175,28,23.8,115,93,"2021-08-01 06:54:58",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155176,18,22.5,130,93,"2021-08-01 06:55:03",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155180,28,23.9,96,93,"2021-08-01 07:03:54",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155181,31,21.2,358,93,"2021-08-01 07:03:56",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155185,25,19.2,280,86,"2021-08-01 07:07:02",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155186,26,21,484,86,"2021-08-01 07:12:00",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155188,14,19.9,80,86,"2021-08-01 07:16:21",C907,6039de0a-94ab-473e-9bc6-2a474ba89712
155196,19,21.6,87,86,"2021-08-01 07:24:46",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155197,22,22.5,135,93,"2021-08-01 07:25:15",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155198,28,23.8,115,93,"2021-08-01 07:25:19",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155199,18,22.4,130,93,"2021-08-01 07:25:34",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155203,28,23.9,96,93,"2021-08-01 07:34:24",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155204,31,21.1,359,93,"2021-08-01 07:34:32",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155208,25,19.5,279,86,"2021-08-01 07:37:31",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155210,26,21.1,483,93,"2021-08-01 07:42:31",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155212,14,20,80,86,"2021-08-01 07:46:41",C907,6039de0a-94ab-473e-9bc6-2a474ba89712
155218,19,23.2,3,93,"2021-08-01 07:53:56",C912,6039de0a-94ab-473e-9bc6-2a474ba89712
155219,19,21.6,87,86,"2021-08-01 07:55:03",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155221,22,22.5,134,93,"2021-08-01 07:55:38",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155222,28,23.7,115,93,"2021-08-01 07:55:43",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155224,18,22.4,130,93,"2021-08-01 07:56:05",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155229,28,23.9,96,93,"2021-08-01 08:04:55",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155231,31,21.1,359,93,"2021-08-01 08:05:08",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155234,25,19.8,279,86,"2021-08-01 08:08:00",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155236,26,21.3,481,93,"2021-08-01 08:13:04",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155238,14,20.1,80,86,"2021-08-01 08:16:58",C907,6039de0a-94ab-473e-9bc6-2a474ba89712
155244,19,23.6,3,93,"2021-08-01 08:24:24",C912,6039de0a-94ab-473e-9bc6-2a474ba89712
155245,19,21.66,86,86,"2021-08-01 08:25:22",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155247,22,22.6,135,93,"2021-08-01 08:26:03",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155248,28,23.7,115,93,"2021-08-01 08:26:05",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155250,18,22.5,130,93,"2021-08-01 08:26:37",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155255,28,23.9,96,100,"2021-08-01 08:35:26",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155256,31,21.1,356,93,"2021-08-01 08:35:46",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155259,25,20.2,279,93,"2021-08-01 08:38:32",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155261,26,21.6,481,93,"2021-08-01 08:43:36",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155268,19,24.2,3,100,"2021-08-01 08:54:52",C912,6039de0a-94ab-473e-9bc6-2a474ba89712
155269,19,21.7,86,86,"2021-08-01 08:55:42",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155271,22,22.7,134,93,"2021-08-01 08:56:25",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155272,28,23.7,115,93,"2021-08-01 08:56:29",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155274,18,22.6,129,93,"2021-08-01 08:57:11",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155279,28,24,96,100,"2021-08-01 09:05:58",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155280,31,21.1,357,100,"2021-08-01 09:06:24",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155283,25,20.7,276,93,"2021-08-01 09:09:01",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155285,26,21.9,474,93,"2021-08-01 09:14:08",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155287,14,20.5,79,86,"2021-08-01 09:17:39",C907,6039de0a-94ab-473e-9bc6-2a474ba89712
155293,19,24.7,3,100,"2021-08-01 09:25:21",C912,6039de0a-94ab-473e-9bc6-2a474ba89712
155294,19,21.8,86,86,"2021-08-01 09:26:03",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155295,22,22.8,134,93,"2021-08-01 09:26:48",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155297,28,23.8,115,93,"2021-08-01 09:26:53",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155299,18,22.7,130,93,"2021-08-01 09:27:43",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155304,28,24.1,96,100,"2021-08-01 09:36:31",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155305,31,21.1,356,100,"2021-08-01 09:37:03",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155308,25,21.1,277,93,"2021-08-01 09:39:34",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155310,26,22.4,477,86,"2021-08-01 09:44:42",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155312,14,20.8,80,86,"2021-08-01 09:47:59",C907,6039de0a-94ab-473e-9bc6-2a474ba89712
155318,19,25.2,3,100,"2021-08-01 09:55:50",C912,6039de0a-94ab-473e-9bc6-2a474ba89712
155319,19,21.9,86,86,"2021-08-01 09:56:24",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155320,22,23,135,93,"2021-08-01 09:57:13",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155321,28,24,115,100,"2021-08-01 09:57:18",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155324,18,22.8,129,93,"2021-08-01 09:58:17",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155329,28,24.2,96,100,"2021-08-01 10:07:05",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155330,31,21.2,357,100,"2021-08-01 10:07:43",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155333,25,21.6,277,93,"2021-08-01 10:10:05",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155335,26,22.8,477,93,"2021-08-01 10:15:16",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155342,19,25.8,4,100,"2021-08-01 10:26:21",C912,6039de0a-94ab-473e-9bc6-2a474ba89712
155343,19,22.1,86,86,"2021-08-01 10:26:46",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155344,22,23.2,134,93,"2021-08-01 10:27:38",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155345,28,24.2,115,100,"2021-08-01 10:27:44",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155348,18,23.1,128,93,"2021-08-01 10:28:53",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155352,28,24.3,95,100,"2021-08-01 10:37:39",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155353,31,21.3,355,100,"2021-08-01 10:38:25",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155356,25,22.1,278,93,"2021-08-01 10:40:38",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155358,26,23.2,478,93,"2021-08-01 10:45:52",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155365,19,26.3,4,100,"2021-08-01 10:56:53",C912,6039de0a-94ab-473e-9bc6-2a474ba89712
155366,19,22.2,86,86,"2021-08-01 10:57:08",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155367,22,23.5,134,93,"2021-08-01 10:58:04",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155368,28,24.4,115,100,"2021-08-01 10:58:11",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155371,18,23.3,129,93,"2021-08-01 10:59:29",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155376,28,24.5,95,100,"2021-08-01 11:08:15",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155377,31,21.4,356,100,"2021-08-01 11:09:07",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155380,25,22.6,277,93,"2021-08-01 11:11:13",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155382,26,23.6,477,93,"2021-08-01 11:16:28",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155389,19,22.4,87,86,"2021-08-01 11:27:32",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155390,22,23.8,135,93,"2021-08-01 11:28:30",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155391,28,24.7,115,93,"2021-08-01 11:28:38",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155393,18,23.6,130,93,"2021-08-01 11:30:05",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155397,28,24.7,95,100,"2021-08-01 11:38:50",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155398,31,21.6,353,93,"2021-08-01 11:39:49",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155401,25,23.1,277,93,"2021-08-01 11:41:56",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155403,26,24,475,93,"2021-08-01 11:47:04",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155405,14,21.9,80,93,"2021-08-01 11:49:27",C907,6039de0a-94ab-473e-9bc6-2a474ba89712
155411,19,22.6,87,86,"2021-08-01 11:57:55",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155412,19,27.1,4,100,"2021-08-01 11:57:57",C912,6039de0a-94ab-473e-9bc6-2a474ba89712
155413,22,24.1,135,93,"2021-08-01 11:58:57",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155414,28,25,115,100,"2021-08-01 11:59:06",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155417,18,23.9,130,86,"2021-08-01 12:00:41",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155422,28,24.9,96,100,"2021-08-01 12:09:26",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155423,31,21.7,350,100,"2021-08-01 12:10:32",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155426,25,23.6,278,93,"2021-08-01 12:12:21",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155428,26,24.3,474,93,"2021-08-01 12:17:41",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155430,14,22.2,80,93,"2021-08-01 12:19:51",C907,6039de0a-94ab-473e-9bc6-2a474ba89712
155436,19,22.9,87,86,"2021-08-01 12:28:20",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155437,19,27.4,3,100,"2021-08-01 12:28:30",C912,6039de0a-94ab-473e-9bc6-2a474ba89712
155438,22,24.4,135,93,"2021-08-01 12:29:22",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155439,28,25.3,116,100,"2021-08-01 12:29:34",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155442,18,24.3,130,93,"2021-08-01 12:31:19",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155447,28,25.1,97,100,"2021-08-01 12:40:03",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155448,31,21.9,350,100,"2021-08-01 12:41:15",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155451,25,24,277,93,"2021-08-01 12:42:58",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155453,26,24.5,479,93,"2021-08-01 12:48:18",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155455,14,22.4,80,93,"2021-08-01 12:50:14",C907,6039de0a-94ab-473e-9bc6-2a474ba89712
155461,19,23.1,87,86,"2021-08-01 12:58:44",C902,6039de0a-94ab-473e-9bc6-2a474ba89712
155462,22,24.7,134,93,"2021-08-01 12:59:50",C908,6039de0a-94ab-473e-9bc6-2a474ba89712
155463,28,25.6,116,100,"2021-08-01 13:00:03",C905,6039de0a-94ab-473e-9bc6-2a474ba89712
155466,18,24.6,130,86,"2021-08-01 13:01:56",C910,6039de0a-94ab-473e-9bc6-2a474ba89712
155470,28,25.4,97,93,"2021-08-01 13:10:40",C904,6039de0a-94ab-473e-9bc6-2a474ba89712
155472,31,22,356,100,"2021-08-01 13:11:59",C909,6039de0a-94ab-473e-9bc6-2a474ba89712
155474,25,24.4,281,93,"2021-08-01 13:13:33",C911,6039de0a-94ab-473e-9bc6-2a474ba89712
155476,26,24.6,473,93,"2021-08-01 13:18:55",C906,6039de0a-94ab-473e-9bc6-2a474ba89712
155478,14,22.6,81,86,"2021-08-01 13:20:38",C907,6039de0a-94ab-473e-9bc6-2a474ba89712
